BLU Advance 4.0 Android great choice.,"Bought the phone for International use, I have a Samsung Galaxy 4 Active with international text. I went to Argentina in January for 5 weeks took the phone with it's provided rubber cover so I could have a local number and the Samsung. Nice size, 4"" screen. Bought a sim from Personal for about $7, bought a few $50 peso use cards. Careful, calls are about 3-4 pesos a minute, text is 1 peso a text. I used wifi all over, downloaded many apps, sound was clear, music was clear. I put skype on both phones too, very clar even without the headset, I bought a 32 gb added memory card for it for just in case I took many photos. Battery life was great although I had my charger with me for both phones. The sim will not work in Uruguay or Brazil, you need others. I am taking the phone to Spain for a month in June, very pleased at my choice of purchase. I showed it to many friends with prepay service with very cheap phones, all of them ordered this and replaced their phones with this model with lots of Android features, all are very happy.",5,1,,
A surprisingly good phone for a reasonable price!,"I bought this unlocked phone to use in Rwanda when I discovered that my Verizon smart phone could not be unlocked. All of the features and apps work well: calling, texting, Google Maps, camera, email, Facebook, flashlight, etc. I have not had any problems with it at all. I use one SIM card from MTN and one from Tigo, and the SIM management settings let me choose for each function which card to use, or ""always ask"". The phone also has allows me to set an automatic power-down time at night and power-up at the time choose in the morning. This helps extend the length of a charge, and I have only had to charge every other day.",5,1,,
Best Phone for the money. Excellent Battety Life.,"This is a great phone for the money, it came w/ a screen protector and a case. It works flawlessly, and the battery last a lot longer than many other smartphones. The screen resolution is great. It came unlocked for AT & T however you will need to contact your service provider to register it before you can use the Media Messages (MMS), and your existing data plan, do not waste your time trying to go around it (i.e. changing your settings in the access point name (APN)). The phone is already set up, but you need to register it w/ the service provider i.e. AT & T for it to work properly.",5,1,,
Makes a great MP3 player!,"Don't want to spend big bucks on an iPod, purchase this inexpensive unlocked phone without all the bloatware from cell providers. Add a micro SD card and you are all set. Works like a charm and has wifi to get streaming music, videos and/or movies. Download games from Google play store too. Fast, sexy and convenient. I made this a gift for my daughter. Removed the phone and text icons and this device becomes and iPod killer. Extremely pleased so far!",5,1,,
alternative to samsung galaxy phones,"Great alternative for the samsung galaxy phones. Pro: Great alternative to samsung galaxy phones, dual sim card Cons: can not find replacement parts for this phone.",5,1,,
I love this phone!,"I've had this phone for about a month and I absolutely love it. I'm new the world of smartphones and wanted something inexpensive but that wouldn't look, feel, or act cheap. I did tons of research over the course of a few weeks and found this phone. I liked the ratings it go on other sites and with other online cell phone researchers. My husband has a Galaxy S2 and this phone does everything and more than the Galaxy does. It's very fast, I've never had a dropped call, wifi connectivity is excellent, the battery usage is great. There are 2 slots for sim cards but I only use one. There is also a slot for a micro sd card. It's extremely easy to use the phone and all of the apps I wanted were quick to download from the google play store. The screen is bright and I have had no issues with seeing it from the side as some others have said they have. I can watch videos, take great pics, take video. I have absolutely no complaints at all. I did end up buying a new screen saver as the one that came with the phone didn't work out too well for me but Amazon made that right with me. The case is fine, nothing fancy but it fits the phone and protects it. Overall, I highly recommend the phone and am considering buying a second one for a family member. I've shown the phone to several friends who are tech ""nerds"" and they love it. One of them even bought one and is thrilled with it.",5,1,,
very happy,"I'm using this computer since February 8, 2013, I am very happy in the period that I am using have no complaints. I love this phone. I recommend it. Live Dominican Republic has an excellent signal.",5,1,,
Good Value,"I've purchase several dual sim phones, and this one has by far been the best. With others I've had issues mainly with sound, people would say I sound very muffled which is not good for business. Another issue was with having on speaker phone, which isn't an issue either w/this phone!",5,1,,
Better than I originally thought!,"I tried a smartphone before, and it was the Samsung Galaxy. When I received the Galaxy, I really was not into the smartphone thing, so I did not use it and ended up selling it. So my other (older) cell phone began to show signs of wear and tear, it was time for me to get a new cell phone. I looked around at my cell phone carriers website to see what type of phones were available, and the majority of them were smartphones. Obviously, I had no choice but to get a smartphone, and I figured I had no choice but to buy one that was expensive... they are all expensive. I hesitated a couple months, and began my search again. That is when I stumbled upon Blue Mobile Smartphones, and it was an excellent choice. I felt ambivalent because of my experience with the Galaxy smartphone I tried out. But the Blu Advance 4.0 was just my cup of tea. Blu Advance is more comfortable to hold, the screen is not too big or too small, it is very easy to operate, there are two Sim card slots available and an SD card slot micro), and it just seems like there is less intensity about it.. I do not feel overwhelmed with having a smartphone as I did with the Galaxy. And for those who are completely new to smartphones as I was (still am), think about it like its a thong.. at first you have to get used to it, then when you do, you'll wonder why you didn't switch over sooner and absolutely love it. Haha! Best phone I have used, and I will stay with BLU Mobile. ETA: I have no problem with the viewing angle. 5 stars!!",5,1,,
Possibly the best smartphone for <$100.,"This would make for a great first smartphone or low-budget phone. It runs Android 4.2 (Jellybean), has a Dual-Core processor, and half a gigabyte (512 MB) of RAM. This should be enough for basic tasks, such as business task and web browsing, and light games, like Angry Birds. Luckily, social media apps like Youtube and Facebook run perfectly on this phone. It has Bluetooth, acceptable-quality dual cameras (the outer camera has a flashlight) with video recording, and it comes with a silicon case, a pair of earbuds, and a screen protector. The phone itself is thicker than most smartphones like this, but it feels sturdy and high-quality. The back of the phone looks gorgeous, but it attracts fingerprints like moths to a flame, so I recommend using the case that comes with it. The case doesn't just look good and prevent fingerprints, it actually protects the phone! I can't tell you how many times I dropped this phone over the 4 months I've had it expecting it to be ruined, and picking it up to find that it has sustained no damage at all! The phone has a micro-sd card slot (it can accept up to 32 GB), and I highly recommend picking one up with the phone (I got a Kingston 8GB card for $5). Overall, this phone has a high-quality build, acceptable specs, expandable memory, sleek design, and is probably the best smartphone you can buy for less than $100. Oh, I forgot to mention that this device is unlocked, so it can be used with most carriers (including the more popular ones, like T-Mobile and AT&T).",5,1,,
Wonderful! Two small caveats...,"So I'll be honest, even after I picked this phone out after shopping online, I still wasn't very excited about it. I was not crazy about it. BUT then it came in the mail and I'm in love! The phone is beautiful as is everything that comes on it! I really could not be happier. Plus all the things you get in the box is pretty neat. I am so happy with this purchase! Two things though I want to mention just because I didn't see them mentioned before: 1. The phone does a short little vibrate when your call is connected (either the person answers or you're sent to voicemail) and there is no way to turn it off. 2. The front-facing camera is not the best quality. It works just fine for things like snapchat and Skype, but just a heads up to people that use it religiously and a little less than average camera quality would be a deal-breaker.",5,1,,
Im Very Happy With My New Phone,"my New cellular Phone blu is excellent , the camera and the system is too faster from venezuela with movistar thanks",5,1,,
the phone is excellent. What I liked most was the ability to ...,"Purchased this for month long travel in Australia. Buy a Telstra sim card, not Vodafone for complete coverage in Australia. Either way, the phone is excellent. What I liked most was the ability to use phone as a hotspot. My girlfriend and I were able to then use our tablets separately and connection was no problem. The camera is pretty decent but that's not why I bought the phone. In terms of making calls, texting, researching on the internet, GoogleMap (huge plus when you're touring on a bicycle), Skyping, and even reading my Kindle book...the phone rocked. I would almost use it as my full-time phone if I didn't already have US phone. For the price, this phone is an excellent value.",5,1,,
BLU ADVANCE 4.0 WORKS GREAT.,"I had intended to use for other network, and it works great.... T Mobile service is fine for it. good luck.",5,1,,
"Bought as a gift, as their 1st Android. ...","Bought as a gift, as their 1st Android. The reviews made me want to get it for them and they are excited to finally have a smartphone.",5,1,,
A great phone,"I am not a phone expert nor specialist. I just use it. This white Blu Advance 4 phone feels good in the hand, it is pretty. It is light weight. It comes with all you can expect from a smartphone. Android 4 is user friendly. Booklet instructions are easy to follow. It came with earphones, a protective screen, a rubber case and a USB cable and sector battery charger. It instantly.connected to my home WIFI and to my network (discount Blackwireless provider connecting to the AT&T network), Great phone features. All works fine. More expert phone users around me say it is a great phone. Factory unlocked, it comes with a US warranty.",5,1,,
Don't let the pricetag scare you,"I like it better than my Samsung or my HTC at a fraction of the cost. Great picture. Touchscreen works well. Plenty of processor power to run any of the apps I want to use. Two small problems that I don't really think are a problem. It doesn't come with much memory but that's ok, I put a 32GB chip in and have more than enough space. And, the camera is a little lacking. At 5mp it is adequate but I had gotten used to the higher resolution of the Samsung. Works just fine but not as crisp. Other than those little things, it's an incredible bargain for sure.",5,1,,
Great Buy!,"The design, functionality and usability of this Blu Phone is comparable to any other expensive branded phone. It works great! Its easy to use, the screen is crystal clear and it came with accessories that I didn't have to pay for but would sorely need to protect the phone. Its stylish and I love it! Why would I pay more for a phone, this was seriously a wholesale price. It does everything the other phones do at a better price. I'm glad I bought it.",5,1,,
Excellent phone,"I wanted a replacement for an old Nexus One and this one has been excellent, so far. The size (4"") is very convenient (it fits in your pocket, not as the 5-inch ones) and it even comes with a screen protector and a nice case. The only aspect that I feel not comfortable with is the internal storage; the specifications state that it has 4 GB of internal space, but you actually get only about 1.3 GB of free space. Anyway I got an additional 8GB-memory for storing additional data and it works fine. Be very careful while installing the sd card; the tray has to be pulled very carefully and it seems very fragile, but since you usually don't change the memory very often (or almost never) it is not a problem at all.",5,1,,
Surprisingly Good!,"With the advent of mobile carriers changing their ""upgrade"" options, I was looking for an unlocked phone. This phone does everything the Big Name Android phones do. I've had no problems with service, connection speed, apps, phone, messaging or email. In fact the version of android that it runs is newer than the big name phone I got last year runs. When I brought it to my carrier to get a sim card they were pretty impressed as well, having seen some ""aftermarket"" phones, they had never seen the ""BLU"" and after playing with it for a while were very impressed, especially when I told them of the price. NO MORE UPGRADE SCAMS for this guy, as the rest of my family needs new phones I'll order another BLU. My only regret is not getting the bigger one. But for $80 it was worth the gamble.",5,1,,
Gift for my sister,I bought this phone for one of my sisters.Had great feedback from the one I bought for my husband so I got her the same phone just got it in white.Delivery was fast and I can say I'm pleased with this purchase and so is she.,5,1,,
... using it with my 2 sim cards and works great!!,"been using it with my 2 sim cards and works great!!!!!!! wi-fi connect fast... easy to download apps, lots of memory left after transfer all my contacts. thinking to buy another one for my wife",5,1,,
excellent price quality.,"The phone is very good WONDERFUL HOTEL. Quite fast, Wheel comes with its manuals intact protective silicon case and screen protector, despite having only 512 ram is pretty fast and has the capabilities of a high end phone. Works great with both sim in Venezuela.",5,1,,
yes,is a good phone do not have anything to envy to other excellent recommend with eyes closed I'm very happy thanks,5,1,,
Best Value,"Best price for an unlocked new phone. Good looking easy to use with dual SIM, can be used international. May not have all the bells and whistles compared to other high priced phones, but with Android 4.2, Wi-Fi, 5mp camera, 4GB (1.23GB actual) memory, can use up to 32GB micro SD for additional storage, I am getting all I wanted. Comes with a case and screen protector which I never heard of. Bottom line: very good phone for starters for regular use with very attractive price.",5,1,,
Nice Alternative to Samsung Galaxy S4,"Bought this phone for my grandmother. It's super similar to a samsung galaxy s4 but for a fraction o the cost. Just beware that you can't use these phones with the Verizon network. Excellent little phone though, she has had no problems with it and it's been at least 6 months since we bought it.",5,1,,
Awesome for an economy phone,"I got this phone in an emergency, because my old phone died and I needed a basic replacement in a hurry before I got my new phone in the fall. I love this phone as a basic phone. This may be the best economical phone that there is! It's true, that this is very slow, but besides this phone being slow, it's pretty awesome! And, not all parts are slow, I'm able to text and unlock it with the speed of a very quick phone. I just can't play very many games on it. This ended up being great, because I'm vacationing in Nicaragua next month, so I've been trying to learn Spanish, and I've been using mainly Duolingo on this phone. And, it's awesome at Duolingo, and other lightweight applications. The GPS on this phone actually worked better than it does with all of my other phones, which was pretty awesome. I also like that it's small and easy to hold. Most phones are a little too big, and this one is perfect. It fits in my pocket without bulging. It's thin, but not too thin, too, so for me, it's a perfect size. It takes the giant SIM cards, so I had to get an extender so that my regular SIM card would fit, but it ended up working out great. I could have gone to T-Mobile to get a new SIM card, but they charge me for everything. And, it takes two SIM cards. There are a ton of features about what to use with what. So, you can use data only with one SIM and phone only with the other SIM, if you want. And, you can switch back and forth with an Android setting, if you want, too. I wasn't able to test this out, since I just have one SIM, but the interface looks cool. There's not much space on this, only about 1GB free when you start, so you'll need to watch the memory closely, and get an SD card where you push most of your stuff to. And, it's stuck on Android 4.2. There was one update, but it just updated it to another version of Android 4.2. Oh, and something else that i loved, is that it has a reboot option. With most Androids, you can't just reboot, so I love Blu for including this. I have to warn you again that it's slow. To get the most out of this phone, make sure that you don't have very much installed, and get a task killer to use before you need any kind of performance. But the slowness is all usually in between application switches, and with it doing things more slowly than other phones. This is basically like a Yaris with four big people in it, and 500 lbs in the trunk. It will go, but won't go up hills very fast. And, just like the Yaris, I love this phone! Overall, this is awesome. And, if you're okay with a slower phone, this would be a great phone. I used it for a month before i got my new Moto G, and now I'm going to keep it as a backup phone, or if a friend loses a phone. And, this would be an awesome phone for a child or a mom who keeps breaking or losing their phone. And, I'm a 43-year old man, and it was a great phone for me, too.",5,1,,
Great Android phone.,Great phone. I like it especially for its dual sim which makes it unnecessary to take along two different phones with me. It works very well here in Jamaica. I think was a good deal. Google Play store allows me to download the apps that I need. I added 8 gig SD card which is enough added storage for me. So far the phone is working well. Takes good pictures too.,5,1,,
Great Value,"Awesome phone for the price! it is fast enough for me, i have downloaded a lot of apps and it still runs ok, the only ''con'' is that both cameras are quite dark, it has to be really clear and sunny to get a good photo, but the rest is ok",5,1,,
Great Phone for the Price,"Very happy with this purchase. Per other reviews, the major drawbacks for the phone are poor images with the front facing camera, a screen that smudges easily, and the limited viewing angle. However, as my wife pointed out, the viewing angle can also be seen as a plus (similar to a built-in privacy screen). The other drawback I noticed is that the instruction book is fairly sparse. For anyone setting up the phone for the first time, the back cover snaps off (rather than slides off) and the holder for the mini-SD card slides over (I cannot remember if it was right or left) and then pops up. Neither of these things were clear in the instruction book and took a few minutes for me to figure out. Other than those three things, everything else about the phone is great. Good response time for navigating and opening apps, taking pictures, and loading internet pages. The phone also takes good pictures with the rear-facing camera (at least as good as can be expected for a 5 megapixel cell phone camera), has clear calls, looks/feels good, and has a decent amount of storage space. It even has some added features I was not expecting (e.g., built-in video calling capability and a camera app that automatically takes pictures whenever a smile is detected). Given all this, plus add in items that come with the phone (screen protector and phone case), plus the price, I think the phone is an outstanding value. Would definitely recommend this to anyone looking for a less-expensive, highly-functional android phone.",5,1,,
Dual SIM feature works in USA and New Zealand,"This dual SIM GSM BLU Advance phone rocks. I use it in California with AT&T Wireless with a SIM is slot #1. I just took it to New Zealand and installed a 2-Degrees Wireless SIM in slot #2 with a local New Zealand cell phone number. (I bought the SIM from The Warehouse store near Auckland international airport) With a free call to 2-Degrees support to activate the account and to download an app for data compatibility, the phone was able to operate on the New Zealand system. The SIMs can be each toggled on/off, and both can be active at the same time. In the System Settings, SIM Management menu, I was able to easily pick which SIM handled outgoing calls, data, and text messages. To avoid AT&T roaming costs, I chose to set all outbound activity to 2-Degrees, It worked! (And there is an ""always ask"" feature available). SIM #1 on AT&T Wireless was able to receive USA-originated calls in New Zealand made using the USA-based phone number, and SIM #2 on 2-Degrees was able to receive calls and texts from New Zealand and the USA using the NZ-based phone number. Quite impressive for such an inexpensive device. Definitely has exceeded expectations.",5,1,,
Very pleased with phone,Excellent value for the money. only complaint is network capability is 4G NOT 4GLTE. There is a difference and AT&T skipped over 4G so I only can use 3G. I know this is confusing but still a very nice phone.,5,1,,
